fn,label,pos,cluster
2015.wav,,1,48
2016.wav,,1,-1
2017.wav,,1,-1
2019.wav,,1,-1
2020.wav,,1,48
2021.wav,,1,48
2022.wav,,1,-1
2023.wav,,1,48
2024.wav,,1,-1
2025.wav,,1,48
2031.wav,,1,48
2032.wav,,1,48
2033.wav,,1,48
2034.wav,,1,-1
2035.wav,,1,48
2036.wav,,1,48
2037.wav,,1,48
2039.wav,,1,56
2040.wav,,1,-1
2041.wav,,1,56
2042.wav,,1,56
2043.wav,,1,-1
2045.wav,,1,-1
2047.wav,,1,48
2051.wav,,1,-1
2052.wav,,1,48
2056.wav,,1,48
2059.wav,,1,52
2060.wav,,1,52
2061.wav,,1,28
2062.wav,,1,28
2063.wav,,1,27
2064.wav,,1,-1
2065.wav,,1,-1
2066.wav,,1,28
2067.wav,,1,28
2069.wav,,1,-1
2070.wav,,1,-1
2071.wav,,1,-1
2072.wav,,1,-1
2073.wav,,1,32
2074.wav,,1,-1
2075.wav,,1,27
2077.wav,,1,-1
2079.wav,,1,-1
2080.wav,,1,-1
2081.wav,,1,43
2082.wav,,1,-1
2083.wav,,1,-1
2085.wav,,1,-1
2086.wav,,1,-1
2087.wav,,1,-1
2088.wav,,1,52
2089.wav,,1,-1
2091.wav,,1,-1
2093.wav,,1,-1
2094.wav,,1,-1
2095.wav,,1,-1
2096.wav,,1,-1
2097.wav,,1,-1
2099.wav,,1,46
2100.wav,,1,-1
2102.wav,,1,-1
2103.wav,,1,46
2104.wav,,1,-1
2105.wav,,1,48
2106.wav,,1,46
2107.wav,,1,-1
2108.wav,,1,-1
2111.wav,,1,48
2112.wav,,1,48
2113.wav,,1,-1
2114.wav,,1,-1
2115.wav,,1,48
2116.wav,,1,-1
2117.wav,,1,56
2118.wav,,1,56
2119.wav,,1,-1
2120.wav,,1,-1
2121.wav,,1,-1
2122.wav,,1,-1
2125.wav,,1,24
2126.wav,,1,-1
2127.wav,,1,24
2128.wav,,1,24
2129.wav,,1,-1
2130.wav,,1,-1
2131.wav,,1,-1
2132.wav,,1,-1
2133.wav,,1,-1
2134.wav,,1,-1
2135.wav,,1,24
2136.wav,N4,1,17
2138.wav,,1,-1
2139.wav,,1,-1
2141.wav,,1,-1
2142.wav,,1,-1
2144.wav,,1,-1
2146.wav,,1,-1
2148.wav,,1,-1
2149.wav,,1,-1
2150.wav,,1,-1
2151.wav,,1,40
2152.wav,,1,-1
2153.wav,,1,-1
2155.wav,,1,48
2156.wav,,1,48
2160.wav,,1,-1
2161.wav,,1,-1
2165.wav,,1,-1
2166.wav,,1,59
2167.wav,,1,-1
2168.wav,,1,48
2169.wav,,1,-1
2170.wav,,1,57
2171.wav,,1,-1
2172.wav,,1,-1
2173.wav,,1,48
2174.wav,,1,46
2175.wav,,1,48
2182.wav,,1,-1
2183.wav,,1,-1
2184.wav,,1,-1
2188.wav,,1,-1
2189.wav,,1,-1
2190.wav,,1,-1
2191.wav,,1,-1
2192.wav,,1,28
2194.wav,,1,17
2195.wav,,1,-1
2196.wav,N9,1,-1
2197.wav,,1,17
2198.wav,,1,-1
2199.wav,,1,28
2200.wav,,1,-1
2201.wav,,1,-1
2202.wav,,1,28
2203.wav,,1,28
2205.wav,,1,-1
2206.wav,,1,17
2207.wav,,1,-1
2208.wav,,1,-1
2212.wav,,1,-1
2213.wav,,1,48
2214.wav,,1,-1
2215.wav,,1,48
2216.wav,,1,48
2217.wav,,1,52
2218.wav,,1,-1
2221.wav,,1,48
2223.wav,,1,-1
2224.wav,,1,-1
2226.wav,,1,-1
2227.wav,,1,28
2228.wav,,1,-1
2229.wav,,1,-1
2230.wav,,1,-1
2231.wav,,1,-1
2232.wav,,1,-1
2234.wav,,1,-1
2235.wav,,1,-1
2236.wav,,1,28
2237.wav,,1,-1
2238.wav,,1,-1
2240.wav,,1,28
2241.wav,,1,-1
2242.wav,,1,-1
2243.wav,,1,-1
2244.wav,,1,-1
2245.wav,,1,28
2246.wav,,1,-1
2247.wav,N1,1,-1
2248.wav,N1,1,-1
2249.wav,,1,-1
2250.wav,,1,-1
2251.wav,N1,1,-1
2252.wav,,1,18
2253.wav,,1,-1
2254.wav,,1,-1
2255.wav,,1,28
2256.wav,,1,-1
2258.wav,,1,17
2259.wav,,1,28
2260.wav,,1,24
2262.wav,,1,24
2263.wav,,1,-1
2266.wav,,1,27
2267.wav,,1,-1
2268.wav,,1,-1
2269.wav,,1,-1
2270.wav,,1,31
2271.wav,,1,27
2272.wav,,1,-1
2273.wav,,1,-1
2277.wav,,1,27
2283.wav,,1,57
2293.wav,,1,-1
2296.wav,,1,55
2297.wav,,1,-1
2300.wav,,1,-1
2301.wav,,1,-1
2305.wav,,1,-1
2306.wav,,1,-1
2307.wav,,1,-1
2309.wav,,1,-1
2310.wav,,1,-1
2311.wav,,1,-1
2313.wav,,1,-1
2314.wav,,1,-1
2315.wav,,1,-1
2316.wav,,1,52
2317.wav,,1,-1
2318.wav,,1,-1
2319.wav,,1,-1
2322.wav,,1,-1
2323.wav,,1,-1
2325.wav,,1,-1
2326.wav,,1,-1
2327.wav,,1,-1
2328.wav,,1,56
2329.wav,,1,-1
2330.wav,,1,56
2331.wav,,1,-1
2332.wav,,1,56
2333.wav,,1,-1
2334.wav,,1,48
2335.wav,,1,-1
2336.wav,,1,48
2338.wav,,1,48
2341.wav,,1,40
2342.wav,,1,-1
2343.wav,,1,-1
2344.wav,,1,48
2347.wav,,1,48
2348.wav,,1,52
2349.wav,,1,-1
2350.wav,,1,-1
2351.wav,,1,48
2352.wav,,1,-1
2353.wav,,1,43
2354.wav,,1,-1
2355.wav,,1,-1
2359.wav,,1,52
2362.wav,,1,-1
2363.wav,,1,52
2364.wav,,1,48
2365.wav,,1,48
2366.wav,N3,1,-1
2367.wav,,1,49
2369.wav,,1,-1
2370.wav,,1,-1
2371.wav,,1,49
2372.wav,,1,-1
2373.wav,,1,-1
2374.wav,,1,57
2376.wav,,1,-1
2378.wav,,1,-1
2380.wav,,1,-1
2381.wav,,1,-1
2385.wav,,1,48
2387.wav,,1,-1
2388.wav,,1,-1
2390.wav,,1,-1
2391.wav,,1,48
2394.wav,,1,-1
2395.wav,,1,-1
2397.wav,,1,-1
2400.wav,,1,-1
2402.wav,,1,-1
2403.wav,,1,40
2405.wav,,1,48
2408.wav,,1,48
2409.wav,,1,-1
2410.wav,,1,51
2411.wav,,1,-1
2413.wav,,1,-1
2414.wav,,1,-1
2415.wav,,1,-1
2418.wav,,1,-1
2420.wav,,1,24
2421.wav,,1,32
2422.wav,,1,18
2423.wav,,1,32
2424.wav,,1,24
2425.wav,,1,52
2426.wav,,1,-1
2427.wav,,1,48
2428.wav,,1,-1
2430.wav,,1,-1
2431.wav,,1,-1
2435.wav,,1,56
2437.wav,,1,50
2438.wav,,1,48
2440.wav,,1,-1
2441.wav,,1,-1
2443.wav,,1,48
2447.wav,,1,48
2448.wav,,1,-1
2449.wav,,1,52
2450.wav,,1,-1
2451.wav,,1,52
2452.wav,,1,53
2454.wav,,1,48
2455.wav,,1,-1
2456.wav,,1,48
2461.wav,,1,48
2462.wav,,1,48
2464.wav,,1,48
2465.wav,,1,-1
2466.wav,,1,48
2468.wav,,1,52
2469.wav,,1,-1
2470.wav,,1,-1
2471.wav,,1,-1
2472.wav,,1,-1
2473.wav,,1,48
2474.wav,,1,-1
2475.wav,,1,-1
2479.wav,,1,-1
2482.wav,,1,-1
2483.wav,,1,-1
2484.wav,,1,-1
2485.wav,,1,-1
2486.wav,,1,-1
2488.wav,,1,-1
2489.wav,,1,-1
2490.wav,,1,-1
2491.wav,,1,-1
2492.wav,,1,-1
2493.wav,,1,-1
2494.wav,,1,-1
2495.wav,,1,-1
2496.wav,,1,-1
2498.wav,N4,1,18
2499.wav,,1,-1
2501.wav,N4,1,18
2503.wav,,1,-1
2504.wav,,1,27
2505.wav,,1,-1
2506.wav,,1,18
2507.wav,N1,1,-1
2508.wav,,1,-1
2512.wav,,1,-1
2513.wav,,1,-1
2517.wav,,1,18
2518.wav,,1,-1
2519.wav,N1,1,-1
2520.wav,,1,-1
2521.wav,,1,-1
2522.wav,,1,-1
2523.wav,,1,-1
2524.wav,,1,24
2525.wav,,1,32
2527.wav,,1,-1
2528.wav,,1,18
2529.wav,,1,-1
2530.wav,,1,-1
2531.wav,,1,-1
2532.wav,,1,-1
2533.wav,,1,-1
2534.wav,,1,17
2535.wav,,1,17
2536.wav,,1,-1
2537.wav,,1,-1
2538.wav,,1,-1
2540.wav,,1,28
2541.wav,N1,1,-1
2543.wav,,1,28
2546.wav,,1,-1
2547.wav,N4,1,17
2548.wav,,1,28
2549.wav,,1,17
2550.wav,,1,-1
2551.wav,,1,-1
2552.wav,,1,28
2553.wav,,1,-1
2554.wav,,1,17
2555.wav,,1,-1
2556.wav,,1,28
2557.wav,,1,-1
2560.wav,,1,28
2563.wav,,1,-1
2564.wav,,1,-1
2565.wav,,1,-1
2567.wav,,1,-1
2568.wav,,1,-1
2569.wav,,1,-1
2570.wav,,1,-1
2571.wav,N1,1,-1
2572.wav,,1,17
2573.wav,,1,27
2575.wav,,1,-1
2576.wav,,1,17
2578.wav,,1,-1
2579.wav,,1,-1
2580.wav,,1,-1
2582.wav,,1,24
2583.wav,,1,-1
2584.wav,,1,-1
2586.wav,,1,-1
2587.wav,,1,-1
2589.wav,,1,-1
2591.wav,,1,-1
2592.wav,,1,-1
2593.wav,,1,24
2594.wav,,1,-1
2595.wav,,1,-1
2596.wav,,1,-1
2597.wav,,1,-1
2599.wav,,1,-1
2600.wav,,1,-1
2601.wav,,1,-1
2602.wav,N4,1,18
2603.wav,,1,24
2604.wav,N4,1,18
2606.wav,,1,-1
2609.wav,,1,24
2610.wav,,1,24
2611.wav,,1,-1
2612.wav,,1,32
2614.wav,,1,24
2615.wav,,1,32
2616.wav,,1,24
2617.wav,,1,-1
2619.wav,,1,-1
2620.wav,,1,-1
2621.wav,,1,-1
2622.wav,,1,-1
2623.wav,,1,-1
2624.wav,,1,-1
2625.wav,,1,28
2626.wav,,1,27
2627.wav,,1,-1
2628.wav,,1,-1
2630.wav,,1,27
2633.wav,,1,-1
2635.wav,,1,-1
2644.wav,,1,-1
2645.wav,,1,-1
2646.wav,,1,-1
2648.wav,,1,-1
2649.wav,,1,24
2650.wav,,1,-1
2651.wav,,1,-1
2653.wav,,1,-1
2655.wav,,1,17
2656.wav,,1,-1
2657.wav,,1,-1
2658.wav,,1,-1
2659.wav,,1,-1
2661.wav,,1,-1
2662.wav,,1,-1
2663.wav,,1,28
2665.wav,,1,-1
2666.wav,,1,28
2667.wav,,1,-1
2668.wav,,1,-1
2669.wav,,1,-1
2670.wav,,1,-1
2671.wav,,1,-1
2676.wav,,1,-1
2677.wav,,1,-1
2680.wav,,1,-1
2681.wav,,1,-1
2682.wav,N5,1,-1
2684.wav,,1,-1
2685.wav,,1,-1
2686.wav,,1,-1
2687.wav,,1,-1
2688.wav,,1,-1
2689.wav,,1,43
2691.wav,,1,52
2692.wav,,1,-1
2693.wav,,1,-1
2694.wav,,1,-1
2696.wav,,1,-1
2697.wav,,1,-1
2699.wav,,1,-1
2700.wav,,1,24
2702.wav,,1,24
2703.wav,,1,18
2704.wav,,1,-1
2705.wav,,1,-1
2707.wav,,1,-1
2708.wav,,1,-1
2709.wav,,1,-1
2710.wav,,1,-1
2711.wav,,1,-1
2712.wav,,1,-1
2713.wav,,1,-1
2714.wav,,1,-1
2715.wav,,1,-1
2716.wav,,1,-1
2718.wav,,1,-1
2719.wav,,1,52
2720.wav,,1,-1
2722.wav,,1,-1
2724.wav,,1,-1
2725.wav,,1,-1
2726.wav,,1,-1
2727.wav,,1,-1
2728.wav,,1,-1
2731.wav,,1,-1
2733.wav,,1,-1
2734.wav,,1,-1
2735.wav,,1,-1
2739.wav,,1,-1
2740.wav,,1,-1
2743.wav,,1,-1
2745.wav,,1,-1
2747.wav,,1,-1
2748.wav,,1,-1
2749.wav,,1,-1
2751.wav,,1,-1
2752.wav,,1,-1
2756.wav,,1,48
2758.wav,,1,56
2759.wav,,1,48
2760.wav,,1,-1
2761.wav,,1,48
2762.wav,,1,48
2763.wav,,1,-1
2764.wav,,1,-1
2766.wav,,1,48
2767.wav,,1,48
2768.wav,,1,-1
2769.wav,,1,-1
2772.wav,,1,-1
2773.wav,,1,-1
2774.wav,,1,-1
2775.wav,,1,-1
2776.wav,,1,-1
2777.wav,,1,-1
2778.wav,,1,-1
2779.wav,,1,-1
2780.wav,,1,-1
2781.wav,,1,-1
2782.wav,,1,-1
2784.wav,,1,48
2785.wav,,1,48
2786.wav,,1,57
2788.wav,,1,-1
2789.wav,,1,-1
2790.wav,,1,-1
2792.wav,,1,-1
2793.wav,,1,-1
2795.wav,,1,48
2796.wav,,1,-1
2797.wav,,1,48
2798.wav,,1,27
2799.wav,,1,-1
2800.wav,,1,-1
2802.wav,,1,-1
2803.wav,,1,27
2805.wav,,1,31
2806.wav,,1,-1
2808.wav,N1,1,-1
2809.wav,,1,-1
2810.wav,,1,-1
2811.wav,,1,-1
2812.wav,,1,27
2814.wav,,1,-1
2815.wav,,1,-1
2816.wav,,1,-1
2818.wav,,1,48
2819.wav,,1,-1
2820.wav,,1,-1
2821.wav,,1,59
2822.wav,,1,56
2823.wav,,1,48
2824.wav,,1,-1
2825.wav,,1,-1
2826.wav,,1,57
2827.wav,,1,24
2828.wav,,1,18
2830.wav,,1,-1
2831.wav,,1,-1
2832.wav,,1,-1
2833.wav,,1,-1
2835.wav,,1,24
2836.wav,,1,31
2838.wav,,1,24
2839.wav,,1,24
2841.wav,,1,-1
2842.wav,N1,1,-1
2844.wav,,1,31
2846.wav,,1,-1
2847.wav,,1,48
2848.wav,,1,47
2849.wav,,1,48
2853.wav,,1,48
2854.wav,,1,-1
2856.wav,,1,-1
2857.wav,,1,-1
2858.wav,,1,40
2859.wav,,1,-1
2860.wav,,1,-1
2862.wav,,1,-1
2863.wav,,1,-1
2864.wav,,1,50
2865.wav,,1,48
2867.wav,,1,48
2868.wav,,1,48
2870.wav,,1,48
2871.wav,,1,48
2873.wav,,1,53
2874.wav,,1,53
2875.wav,,1,-1
2876.wav,,1,-1
2877.wav,,1,57
2878.wav,,1,48
2879.wav,,1,48
2880.wav,,1,-1
2881.wav,,1,54
2882.wav,,1,-1
2883.wav,,1,-1
2884.wav,,1,-1
2885.wav,,1,48
2886.wav,,1,-1
2887.wav,,1,54
2888.wav,,1,-1
2890.wav,,1,48
2894.wav,,1,52
2895.wav,,1,-1
2896.wav,,1,48
2897.wav,,1,-1
2899.wav,,1,-1
2901.wav,,1,48
2902.wav,,1,48
2903.wav,,1,60
2904.wav,,1,48
2907.wav,,1,48
2908.wav,,1,56
2909.wav,,1,48
2914.wav,,1,17
2917.wav,,1,-1
2919.wav,,1,-1
2920.wav,,1,-1
2921.wav,,1,-1
2922.wav,,1,-1
2924.wav,,1,28
2925.wav,,1,-1
2926.wav,,1,-1
2927.wav,,1,-1
2929.wav,,1,-1
2930.wav,,1,0
2931.wav,,1,48
2932.wav,,1,-1
2933.wav,,1,-1
2934.wav,,1,48
2935.wav,,1,-1
2936.wav,,1,48
2942.wav,,1,-1
2943.wav,,1,-1
2944.wav,,1,-1
2946.wav,,1,-1
2947.wav,,1,-1
2951.wav,,1,47
2952.wav,,1,-1
2953.wav,,1,-1
2956.wav,,1,-1
2957.wav,,1,-1
2958.wav,,1,47
2960.wav,,1,-1
2961.wav,,1,-1
2963.wav,,1,47
2964.wav,N1,1,-1
2965.wav,,1,47
2967.wav,,1,47
2970.wav,,1,28
2972.wav,,1,24
2973.wav,,1,-1
2974.wav,,1,-1
2976.wav,,1,-1
2977.wav,,1,-1
2978.wav,,1,17
2979.wav,,1,24
2980.wav,,1,-1
2982.wav,,1,-1
2983.wav,,1,50
2984.wav,,1,54
2985.wav,,1,-1
2986.wav,,1,50
2987.wav,,1,-1
2988.wav,,1,52
2989.wav,,1,60
2990.wav,,1,-1
2991.wav,,1,-1
2992.wav,,1,-1
2994.wav,,1,50
2997.wav,,1,-1
2998.wav,,1,-1
3002.wav,,1,-1
3003.wav,,1,56
3004.wav,,1,51
3008.wav,,1,-1
3009.wav,,1,48
3010.wav,,1,-1
3011.wav,,1,-1
3014.wav,,1,48
3015.wav,,1,-1
3016.wav,,1,-1
3017.wav,,1,-1
3018.wav,,1,-1
3019.wav,,1,-1
3020.wav,,1,48
3023.wav,,1,-1
3026.wav,,1,46
3028.wav,,1,-1
3029.wav,,1,46
3030.wav,,1,-1
3032.wav,,1,-1
3034.wav,,1,-1
3035.wav,,1,-1
3036.wav,,1,-1
3038.wav,,1,-1
3039.wav,,1,-1
3040.wav,,1,57
3045.wav,,1,-1
3046.wav,,1,-1
3047.wav,,1,47
3048.wav,,1,-1
3049.wav,,1,-1
3050.wav,,1,-1
3051.wav,,1,-1
3052.wav,,1,-1
3053.wav,,1,47
3055.wav,,1,-1
3056.wav,,1,-1
3057.wav,,1,-1
3058.wav,,1,-1
3059.wav,,1,54
3060.wav,,1,-1
3061.wav,,1,47
3062.wav,,1,-1
3064.wav,,1,-1
3065.wav,,1,17
3066.wav,,1,-1
3067.wav,,1,17
3068.wav,,1,28
3069.wav,,1,28
3070.wav,,1,-1
3071.wav,,1,-1
3072.wav,,1,-1
3073.wav,,1,-1
3078.wav,,1,48
3079.wav,,1,56
3080.wav,,1,52
3081.wav,,1,48
3082.wav,,1,-1
3083.wav,,1,-1
3084.wav,,1,-1
3085.wav,,1,-1
3086.wav,,1,-1
3088.wav,,1,48
3089.wav,,1,52
3090.wav,,1,-1
3091.wav,,1,-1
3092.wav,,1,52
3093.wav,,1,-1
3094.wav,,1,-1
3095.wav,,1,-1
3096.wav,,1,-1
3098.wav,,1,-1
3099.wav,,1,54
3100.wav,,1,48
3101.wav,,1,-1
3102.wav,,1,-1
3103.wav,,1,-1
3105.wav,,1,52
3106.wav,,1,-1
3107.wav,,1,52
3108.wav,,1,-1
3109.wav,,1,-1
3110.wav,,1,47
3111.wav,,1,52
3112.wav,,1,-1
3113.wav,,1,-1
3115.wav,,1,-1
3116.wav,,1,-1
3118.wav,,1,31
3120.wav,,1,31
3121.wav,,1,-1
3123.wav,,1,-1
3124.wav,N4,1,17
3126.wav,,1,-1
3131.wav,,1,-1
3132.wav,,1,48
3133.wav,,1,46
3134.wav,,1,46
3135.wav,,1,46
3136.wav,,1,46
3137.wav,,1,57
3139.wav,,1,57
3140.wav,,1,48
3141.wav,,1,-1
3142.wav,,1,57
3143.wav,,1,-1
3144.wav,,1,-1
3146.wav,,1,58
3147.wav,,1,-1
3148.wav,,1,-1
3149.wav,,1,-1
3150.wav,,1,-1
3151.wav,N1,1,-1
3152.wav,,1,52
3153.wav,,1,-1
3155.wav,,1,-1
3156.wav,,1,-1
3157.wav,,1,-1
3158.wav,,1,-1
3159.wav,,1,-1
3160.wav,,1,-1
3161.wav,,1,-1
3162.wav,,1,24
3163.wav,,1,17
3164.wav,,1,24
3166.wav,,1,-1
3167.wav,,1,-1
3168.wav,,1,32
3169.wav,,1,24
3170.wav,,1,24
3171.wav,,1,-1
3172.wav,,1,-1
3173.wav,,1,24
3174.wav,,1,-1
3175.wav,,1,-1
3176.wav,N4,1,17
3177.wav,,1,-1
3178.wav,,1,-1
3179.wav,,1,-1
3180.wav,,1,-1
3181.wav,,1,-1
3182.wav,,1,-1
3183.wav,,1,-1
3184.wav,,1,-1
3185.wav,,1,-1
3186.wav,,1,-1
3188.wav,,1,-1
3189.wav,,1,55
3190.wav,,1,55
3192.wav,,1,46
3193.wav,,1,-1
3194.wav,,1,-1
3195.wav,,1,48
3196.wav,,1,-1
3197.wav,,1,47
3199.wav,N1,1,-1
3201.wav,,1,-1
3202.wav,,1,-1
3204.wav,,1,-1
3206.wav,,1,-1
3207.wav,,1,47
3209.wav,,1,-1
3211.wav,,1,-1
3212.wav,,1,-1
3213.wav,,1,-1
3214.wav,,1,-1
3216.wav,,1,48
3217.wav,,1,-1
3218.wav,,1,53
3219.wav,,1,48
3220.wav,,1,-1
3222.wav,,1,52
3223.wav,,1,-1
3226.wav,,1,55
3227.wav,,1,-1
3228.wav,,1,-1
3229.wav,,1,-1
3230.wav,,1,-1
3231.wav,,1,-1
3232.wav,,1,-1
3233.wav,,1,-1
3234.wav,,1,-1
3235.wav,,1,48
3236.wav,,1,-1
3237.wav,,1,40
3238.wav,,1,48
3242.wav,,1,-1
3243.wav,,1,-1
3245.wav,,1,-1
3246.wav,,1,-1
3248.wav,,1,-1
3249.wav,,1,-1
3253.wav,,1,40
3255.wav,,1,-1
3256.wav,,1,-1
3257.wav,,1,-1
3258.wav,,1,-1
3259.wav,,1,-1
3261.wav,,1,46
3263.wav,,1,-1
3264.wav,,1,-1
3265.wav,,1,-1
3266.wav,,1,57
3267.wav,,1,57
3268.wav,,1,-1
3269.wav,,1,-1
3272.wav,,1,-1
3273.wav,,1,58
3278.wav,,1,55
3279.wav,,1,-1
3283.wav,,1,53
3284.wav,,1,53
3285.wav,,1,48
3286.wav,,1,-1
3287.wav,,1,-1
3288.wav,,1,-1
3289.wav,,1,-1
3290.wav,,1,48
3292.wav,,1,-1
3293.wav,,1,-1
3294.wav,,1,-1
3295.wav,,1,-1
3300.wav,,1,-1
3301.wav,,1,48
3304.wav,,1,-1
3307.wav,,1,48
3308.wav,,1,48
3311.wav,,1,48
3312.wav,,1,48
3314.wav,,1,48
3318.wav,,1,46
3320.wav,,1,-1
3321.wav,,1,47
3322.wav,,1,49
3323.wav,,1,-1
3324.wav,,1,-1
3325.wav,,1,49
3327.wav,,1,-1
3328.wav,,1,-1
3329.wav,,1,29
3331.wav,,1,-1
3332.wav,,1,50
3333.wav,,1,49
3334.wav,,1,-1
3335.wav,,1,-1
3336.wav,,1,-1
3337.wav,,1,-1
3338.wav,,1,43
3339.wav,N23,1,59
3340.wav,,1,-1
3341.wav,,1,-1
3342.wav,,1,53
3343.wav,,1,59
3344.wav,,1,59
3345.wav,,1,59
3347.wav,,1,43
3348.wav,,1,43
3349.wav,,1,-1
3351.wav,,1,-1
3352.wav,,1,-1
3353.wav,,1,-1
3355.wav,,1,-1
3356.wav,,1,49
3357.wav,,1,-1
3358.wav,,1,-1
3359.wav,,1,49
3360.wav,,1,48
3361.wav,N1,1,-1
3362.wav,N1,1,-1
3363.wav,,1,-1
3364.wav,,1,-1
3365.wav,,1,-1
3368.wav,N1,1,-1
3369.wav,,1,-1
3371.wav,,1,53
3372.wav,,1,-1
3373.wav,,1,49
3374.wav,,1,53
3375.wav,,1,-1
3376.wav,,1,59
3378.wav,,1,-1
3379.wav,,1,-1
3380.wav,,1,54
3381.wav,,1,54
3382.wav,,1,49
3383.wav,,1,-1
3384.wav,,1,49
3385.wav,,1,49
3386.wav,,1,49
3387.wav,,1,-1
3388.wav,,1,-1
3389.wav,,1,-1
3390.wav,,1,-1
3391.wav,,1,-1
3392.wav,,1,48
3393.wav,,1,48
3394.wav,,1,-1
3396.wav,,1,-1
3397.wav,,1,-1
3398.wav,,1,48
3399.wav,,1,-1
3400.wav,,1,48
3403.wav,,1,-1
3404.wav,,1,-1
3405.wav,,1,-1
3407.wav,,1,-1
3408.wav,,1,53
3409.wav,N1,1,47
3410.wav,,1,-1
3411.wav,,1,-1
3413.wav,,1,-1
3414.wav,,1,53
3415.wav,,1,-1
3416.wav,,1,59
3417.wav,N1,1,-1
3419.wav,,1,59
3420.wav,,1,-1
3421.wav,,1,43
3422.wav,,1,-1
3423.wav,,1,59
3424.wav,,1,-1
3425.wav,,1,60
3426.wav,,1,-1
3427.wav,,1,49
3429.wav,,1,-1
3430.wav,,1,49
3432.wav,,1,-1
3433.wav,,1,49
3434.wav,,1,54
3435.wav,,1,-1
3436.wav,,1,-1
3438.wav,,1,51
3439.wav,,1,-1
3440.wav,,1,-1
3441.wav,,1,49
3442.wav,,1,54
3444.wav,,1,-1
3445.wav,,1,53
3446.wav,N1,1,47
3447.wav,,1,-1
3449.wav,,1,-1
3450.wav,,1,-1
3452.wav,,1,-1
3453.wav,,1,-1
3454.wav,,1,47
3455.wav,,1,-1
3457.wav,,1,54
3458.wav,,1,-1
3459.wav,,1,-1
3460.wav,,1,-1
3461.wav,,1,48
3462.wav,,1,-1
3463.wav,,1,-1
3464.wav,,1,-1
3467.wav,,1,53
3468.wav,,1,-1
3469.wav,,1,48
3470.wav,,1,-1
3471.wav,,1,-1
3472.wav,,1,48
3473.wav,,1,-1
3474.wav,,1,56
3475.wav,,1,54
3479.wav,,1,-1
3480.wav,,1,-1
3481.wav,,1,54
3482.wav,,1,-1
3485.wav,,1,-1
3486.wav,,1,49
3490.wav,,1,50
3491.wav,,1,-1
3493.wav,,1,-1
3494.wav,,1,49
3495.wav,,1,-1
3496.wav,,1,-1
3497.wav,,1,-1
3498.wav,,1,-1
3499.wav,,1,-1
3501.wav,,1,53
3502.wav,,1,-1
3503.wav,,1,-1
3504.wav,,1,-1
3505.wav,,1,-1
3506.wav,,1,48
3507.wav,,1,48
3508.wav,,1,-1
3509.wav,,1,-1
3510.wav,,1,59
3512.wav,,1,-1
3515.wav,,1,-1
3516.wav,,1,-1
3518.wav,,1,48
3519.wav,,1,-1
3520.wav,,1,48
3521.wav,,1,48
3524.wav,,1,-1
3525.wav,,1,-1
3528.wav,,1,-1
3529.wav,,1,-1
3530.wav,,1,57
3532.wav,,1,-1
3533.wav,,1,-1
3534.wav,,1,57
3535.wav,,1,57
3536.wav,,1,59
3537.wav,,1,-1
3538.wav,,1,-1
3539.wav,,1,59
3540.wav,,1,-1
3542.wav,,1,58
3543.wav,,1,-1
3544.wav,,1,59
3545.wav,,1,40
3546.wav,,1,-1
3547.wav,,1,-1
3549.wav,,1,-1
3550.wav,,1,52
3551.wav,,1,59
3552.wav,,1,-1
3553.wav,,1,-1
3554.wav,,1,59
3555.wav,,1,48
3557.wav,,1,48
3558.wav,,1,48
3559.wav,,1,48
3560.wav,,1,-1
3561.wav,,1,48
3562.wav,,1,-1
3563.wav,,1,-1
3564.wav,,1,-1
3567.wav,,1,-1
3568.wav,,1,-1
3571.wav,,1,-1
3572.wav,,1,-1
3573.wav,,1,48
3574.wav,,1,-1
3575.wav,,1,52
3576.wav,,1,-1
3577.wav,,1,49
3580.wav,,1,-1
3581.wav,,1,-1
3582.wav,,1,-1
3583.wav,N1,1,47
3584.wav,,1,-1
3585.wav,,1,-1
3586.wav,,1,-1
3587.wav,,1,-1
3588.wav,,1,-1
3589.wav,,1,-1
3590.wav,,1,59
3593.wav,,1,60
3596.wav,,1,-1
3598.wav,,1,40
3603.wav,,1,-1
3608.wav,,1,48
3609.wav,,1,-1
3610.wav,,1,52
3611.wav,,1,-1
3612.wav,,1,-1
3613.wav,,1,49
3614.wav,,1,-1
3615.wav,,1,-1
3617.wav,,1,-1
3619.wav,,1,-1
3622.wav,,1,-1
3623.wav,,1,-1
3624.wav,,1,59
3625.wav,,1,54
3626.wav,,1,49
3627.wav,N1,1,-1
3628.wav,,1,-1
3629.wav,,1,-1
3630.wav,,1,49
3631.wav,,1,-1
3632.wav,,1,-1
3633.wav,,1,49
3634.wav,,1,49
3635.wav,,1,54
3638.wav,,1,60
3639.wav,,1,49
3640.wav,,1,58
3641.wav,,1,49
3642.wav,N23,1,60
3643.wav,,1,-1
3644.wav,,1,59
3645.wav,,1,-1
3646.wav,,1,-1
3647.wav,,1,-1
3648.wav,,1,49
3649.wav,,1,49
3650.wav,,1,-1
3651.wav,,1,-1
3652.wav,,1,51
3653.wav,,1,-1
3654.wav,,1,-1
3656.wav,,1,60
3657.wav,,1,-1
3658.wav,,1,-1
3661.wav,,1,-1
3662.wav,,1,59
3663.wav,,1,-1
3665.wav,,1,-1
3666.wav,,1,-1
3667.wav,,1,-1
3668.wav,,1,54
